	sample	project	condition	type	missing_metadata	cell_line	differentiated
499	SRS3958134	SRP166108	control	liver	False	True	False
500	SRS3982155	SRP166108	control	liver	False	True	False
501	SRS3959980	SRP166108	control	liver	False	True	False
502	SRS5911064	SRP238929	control	liver	False	False	False
503	SRS5483657	SRP224575	control	liver	False	False	False
504	SRS1795160	SRP093259	control	liver	False	False	False
505	SRS3958226	SRP166108	control	liver	False	True	False
506	SRS3966997	SRP166108	control	liver	False	True	False
507	SRS3959829	SRP166108	control	liver	False	True	False
508	SRS3976498	SRP166108	control	liver	False	True	False
509	SRS3959922	SRP166108	control	liver	False	True	False
510	SRS3975201	SRP166108	control	liver	False	True	False
511	SRS4467679	SRP187978	control	liver	False	False	False
512	SRS5899129	SRP238929	control	liver	False	False	False
513	SRS3969955	SRP166108	control	liver	False	True	False
514	SRS5905332	SRP238929	control	liver	False	False	False
515	SRS5911468	SRP238929	control	liver	False	False	False
516	SRS3959987	SRP166108	control	liver	False	True	False
517	SRS5900648	SRP238929	control	liver	False	False	False
518	SRS3969431	SRP166108	control	liver	False	True	False
519	SRS3969142	SRP166108	control	liver	False	True	False
520	SRS4742627	SRP197353	control	liver	False	False	False
521	SRS5910517	SRP238929	control	liver	False	False	False
522	SRS5910988	SRP238929	control	liver	False	False	False
523	SRS3969397	SRP166108	control	liver	False	True	False
524	SRS3967199	SRP166108	control	liver	False	True	False
525	SRS3967323	SRP166108	control	liver	False	True	False
526	SRS937299	SRP058357	control	liver	False	False	False
527	SRS4467179	SRP187978	control	liver	False	False	False
528	SRS5909597	SRP238929	control	liver	False	False	False
529	SRS5898393	SRP238929	control	liver	False	False	False
530	SRS5899849	SRP238929	control	liver	False	False	False
531	SRS4467285	SRP187978	control	liver	False	False	False
532	SRS3982604	SRP166108	control	liver	False	True	False
533	SRS3968606	SRP166108	control	liver	False	True	False
534	SRS5912918	SRP238929	control	liver	False	False	False
535	SRS5939815	SRP239423	control	liver	False	False	False
536	SRS5898690	SRP238929	control	liver	False	False	False
537	SRS3969263	SRP166108	control	liver	False	True	False
538	SRS4467563	SRP187978	control	liver	False	False	False
539	SRS3982621	SRP166108	control	liver	False	True	False
540	SRS5902760	SRP238929	control	liver	False	False	False
541	SRS5900921	SRP238929	control	liver	False	False	False
542	SRS2402541	SRP114707	control	liver	False	False	False
543	SRS3958023	SRP166108	control	liver	False	True	False
544	SRS1561728	SRP078450	control	liver	False	False	False
545	SRS1764161	SRP060016	control	liver	False	False	False
546	SRS3968749	SRP166108	control	liver	False	True	False
547	SRS3967035	SRP166108	control	liver	False	True	False
548	SRS5915064	SRP238929	control	liver	False	False	False
549	SRS3978055	SRP166108	control	liver	False	True	False
550	SRS3968901	SRP166108	control	liver	False	True	False
551	ERS2758376	ERP111066	control	liver	False	True	False
552	SRS3963836	SRP166108	control	liver	False	True	False
553	SRS4466788	SRP187978	control	liver	False	False	False
554	SRS3982800	SRP166108	control	liver	False	True	False
555	SRS5914660	SRP238929	control	liver	False	False	False
556	SRS3970369	SRP166108	control	liver	False	True	False
557	SRS3959366	SRP166108	control	liver	False	True	False
558	SRS5907922	SRP238929	control	liver	False	False	False
559	SRS4467390	SRP187978	control	liver	False	False	False
560	SRS3976719	SRP166108	control	liver	False	True	False
561	SRS5906231	SRP238929	control	liver	False	False	False
562	SRS3968826	SRP166108	control	liver	False	True	False
563	SRS2068578	SRP102427	control	liver	False	False	False
564	SRS636084	SRP012682	control	liver	False	False	False
565	SRS5895327	SRP238929	control	liver	False	False	False
566	SRS3959627	SRP166108	control	liver	False	True	False
567	SRS5912897	SRP238929	control	liver	False	False	False
568	SRS5906178	SRP238929	control	liver	False	False	False
569	SRS5911257	SRP238929	control	liver	False	False	False
570	SRS637989	SRP012682	control	liver	False	False	False
571	SRS3975307	SRP166108	control	liver	False	True	False
572	SRS5914528	SRP238929	control	liver	False	False	False
573	SRS5902142	SRP238929	control	liver	False	False	False
574	SRS3981669	SRP166108	control	liver	False	True	False
575	SRS3970701	SRP166108	control	liver	False	True	False
576	SRS483830	SRP030040	control	liver	False	False	False
577	SRS3969224	SRP166108	control	liver	False	True	False
578	SRS3967280	SRP166108	control	liver	False	True	False
579	SRS5913386	SRP238929	control	liver	False	False	False
580	SRS4466720	SRP187978	control	liver	False	False	False
581	SRS5896226	SRP238929	control	liver	False	False	False
582	SRS4467379	SRP187978	control	liver	False	False	False
583	SRS3970238	SRP166108	control	liver	False	True	False
584	SRS3977237	SRP166108	control	liver	False	True	False
585	SRS3968878	SRP166108	control	liver	False	True	False
586	SRS3975858	SRP166108	control	liver	False	True	False
587	SRS5956774	SRP239878	control	liver	False	True	False
588	SRS5904715	SRP238929	control	liver	False	False	False
589	SRS1719630	SRP090633	control	liver	False	False	False
590	SRS3967128	SRP166108	control	liver	False	True	False
591	SRS5911844	SRP238929	control	liver	False	False	False
592	SRS3982719	SRP166108	control	liver	False	True	False
593	SRS5909869	SRP238929	control	liver	False	False	False
594	SRS3982405	SRP166108	control	liver	False	True	False
595	SRS5898197	SRP238929	control	liver	False	False	False
596	SRS3982463	SRP166108	control	liver	False	True	False
597	SRS3982167	SRP166108	control	liver	False	True	False
598	SRS4466942	SRP187978	control	liver	False	False	False
599	SRS3957929	SRP166108	control	liver	False	True	False
600	SRS4742690	SRP197353	control	liver	False	False	False
601	SRS3982762	SRP166108	control	liver	False	True	False
602	SRS5896457	SRP238929	control	liver	False	False	False
603	SRS3959305	SRP166108	control	liver	False	True	False
604	SRS5907915	SRP238929	control	liver	False	False	False
605	SRS3969878	SRP166108	control	liver	False	True	False
606	SRS5909667	SRP238929	control	liver	False	False	False
607	SRS5906315	SRP238929	control	liver	False	False	False
608	SRS5902346	SRP238929	control	liver	False	False	False
609	SRS5902876	SRP238929	control	liver	False	False	False
610	SRS3982445	SRP166108	control	liver	False	True	False
611	SRS4466900	SRP187978	control	liver	False	False	False
612	SRS4466888	SRP187978	control	liver	False	False	False
613	SRS3967244	SRP166108	control	liver	False	True	False
614	SRS3981825	SRP166108	control	liver	False	True	False
615	SRS3959387	SRP166108	control	liver	False	True	False
616	SRS3982270	SRP166108	control	liver	False	True	False
617	SRS3968790	SRP166108	control	liver	False	True	False
618	SRS5909776	SRP238929	control	liver	False	False	False
619	SRS3968668	SRP166108	control	liver	False	True	False
620	SRS5911966	SRP238929	control	liver	False	False	False
621	SRS1764160	SRP060016	control	liver	False	False	False
622	SRS5915017	SRP238929	control	liver	False	False	False
623	SRS5915162	SRP238929	control	liver	False	False	False
624	SRS5899395	SRP238929	control	liver	False	False	False
625	SRS5899621	SRP238929	control	liver	False	False	False
626	SRS3977163	SRP166108	control	liver	False	True	False
627	SRS2068606	SRP102427	control	liver	False	False	False
628	SRS3982422	SRP166108	control	liver	False	True	False
629	SRS4466630	SRP187978	control	liver	False	False	False
630	SRS3968825	SRP166108	control	liver	False	True	False
631	SRS1767697	SRP012682	control	liver	False	False	False
632	SRS3967053	SRP166108	control	liver	False	True	False
633	SRS3960176	SRP166108	control	liver	False	True	False
634	SRS3977167	SRP166108	control	liver	False	True	False
635	SRS4466773	SRP187978	control	liver	False	False	False
636	SRS3970986	SRP166108	control	liver	False	True	False
637	SRS5912532	SRP238929	control	liver	False	False	False
638	SRS3975470	SRP166108	control	liver	False	True	False
639	SRS3982679	SRP166108	control	liver	False	True	False
640	SRS3982776	SRP166108	control	liver	False	True	False
641	SRS3975326	SRP166108	control	liver	False	True	False
642	SRS4467924	SRP187978	control	liver	False	False	False
643	SRS5910001	SRP238929	control	liver	False	False	False
644	SRS3968625	SRP166108	control	liver	False	True	False
645	SRS3967172	SRP166108	control	liver	False	True	False
646	SRS4467013	SRP187978	control	liver	False	False	False
647	SRS5906210	SRP238929	control	liver	False	False	False
648	SRS5905150	SRP238929	control	liver	False	False	False
649	SRS4467324	SRP187978	control	liver	False	False	False
650	SRS3959086	SRP166108	control	liver	False	True	False
651	SRS5900700	SRP238929	control	liver	False	False	False
652	SRS3982290	SRP166108	control	liver	False	True	False
653	SRS4466932	SRP187978	control	liver	False	False	False
654	SRS5898535	SRP238929	control	liver	False	False	False
655	SRS3970234	SRP166108	control	liver	False	True	False
656	SRS5939894	SRP239423	control	liver	False	False	False
657	SRS3963824	SRP166108	control	liver	False	True	False
658	SRS627757	SRP012682	control	liver	False	False	False
659	SRS4466685	SRP187978	control	liver	False	False	False
660	SRS5910435	SRP238929	control	liver	False	False	False
661	SRS3982372	SRP166108	control	liver	False	True	False
662	SRS4466852	SRP187978	control	liver	False	False	False
663	SRS4466738	SRP187978	control	liver	False	False	False
664	SRS5911077	SRP238929	control	liver	False	False	False
665	SRS2432345	SRP115481	control	liver	False	False	False
666	SRS5901374	SRP238929	control	liver	False	False	False
667	SRS3982596	SRP166108	control	liver	False	True	False
668	SRS5909863	SRP238929	control	liver	False	False	False
669	SRS5901577	SRP238929	control	liver	False	False	False
670	SRS3954428	SRP166108	control	liver	False	True	False
671	SRS5895967	SRP238929	control	liver	False	False	False
672	SRS3949953	SRP166108	control	liver	False	True	False
673	SRS3982453	SRP166108	control	liver	False	True	False
674	SRS4467995	SRP187978	control	liver	False	False	False
675	SRS5896698	SRP238929	control	liver	False	False	False
676	SRS3981748	SRP166108	control	liver	False	True	False
677	SRS3981889	SRP166108	control	liver	False	True	False
678	SRS5909660	SRP238929	control	liver	False	False	False
679	SRS4466914	SRP187978	control	liver	False	False	False
680	SRS3967273	SRP166108	control	liver	False	True	False
681	SRS5916549	SRP238929	control	liver	False	False	False
682	SRS5903495	SRP238929	control	liver	False	False	False
683	SRS5904478	SRP238929	control	liver	False	False	False
684	SRS3982220	SRP166108	control	liver	False	True	False
685	SRS5908600	SRP238929	control	liver	False	False	False
686	SRS3968537	SRP166108	control	liver	False	True	False
687	SRS4656430	SRP193323	control	liver	False	False	False
688	SRS5912197	SRP238929	control	liver	False	False	False
689	SRS3968563	SRP166108	control	liver	False	True	False
690	SRS5903923	SRP238929	control	liver	False	False	False
691	SRS3967306	SRP166108	control	liver	False	True	False
692	SRS3982585	SRP166108	control	liver	False	True	False
693	SRS5939909	SRP239423	control	liver	False	False	False
694	SRS5904180	SRP238929	control	liver	False	False	False
695	SRS5915901	SRP238929	control	liver	False	False	False
696	SRS5903328	SRP238929	control	liver	False	False	False
697	SRS4467291	SRP187978	control	liver	False	False	False
698	SRS5906225	SRP238929	control	liver	False	False	False
699	SRS5913601	SRP238929	control	liver	False	False	False
700	SRS3977129	SRP166108	control	liver	False	True	False
701	SRS4467029	SRP187978	control	liver	False	False	False
702	SRS3975983	SRP166108	control	liver	False	True	False
703	SRS3967318	SRP166108	control	liver	False	True	False
704	SRS3982483	SRP166108	control	liver	False	True	False
705	SRS3977270	SRP166108	control	liver	False	True	False
706	SRS3968733	SRP166108	control	liver	False	True	False
707	SRS3969403	SRP166108	control	liver	False	True	False
708	SRS5901945	SRP238929	control	liver	False	False	False
709	SRS5906673	SRP238929	control	liver	False	False	False
710	SRS3958100	SRP166108	control	liver	False	True	False
711	SRS5912663	SRP238929	control	liver	False	False	False
712	SRS4466526	SRP187978	control	liver	False	False	False
713	SRS4466618	SRP187978	control	liver	False	False	False
714	SRS3975679	SRP166108	control	liver	False	True	False
715	SRS4467702	SRP187978	control	liver	False	False	False
716	SRS3981960	SRP166108	control	liver	False	True	False
717	SRS5900263	SRP238929	control	liver	False	False	False
718	SRS3965755	SRP166108	control	liver	False	True	False
719	SRS3976651	SRP166108	control	liver	False	True	False
720	SRS3967103	SRP166108	control	liver	False	True	False
721	SRS3974820	SRP166108	control	liver	False	True	False
722	SRS5911737	SRP238929	control	liver	False	False	False
723	SRS3960075	SRP166108	control	liver	False	True	False
724	SRS5902526	SRP238929	control	liver	False	False	False
725	SRS3976627	SRP166108	control	liver	False	True	False
726	SRS3982606	SRP166108	control	liver	False	True	False
727	SRS5906207	SRP238929	control	liver	False	False	False
728	SRS3954663	SRP166108	control	liver	False	True	False
729	SRS3967337	SRP166108	control	liver	False	True	False
730	SRS3974687	SRP166108	control	liver	False	True	False
731	SRS3981993	SRP166108	control	liver	False	True	False
732	SRS5914792	SRP238929	control	liver	False	False	False
733	SRS1537638	SRP077751	control	liver	False	False	False
734	ERS092695	ERP001344	control	liver	False	False	False
735	SRS3969414	SRP166108	control	liver	False	True	False
736	SRS3959667	SRP166108	control	liver	False	True	False
737	SRS3959135	SRP166108	control	liver	False	True	False
738	SRS5913363	SRP238929	control	liver	False	False	False
739	SRS3969369	SRP166108	control	liver	False	True	False
740	SRS5491908	SRP224822	control	liver	False	False	False
741	SRS4466984	SRP187978	control	liver	False	False	False
742	SRS3968877	SRP166108	control	liver	False	True	False
743	SRS3981659	SRP166108	control	liver	False	True	False
744	SRS3965788	SRP166108	control	liver	False	True	False
745	SRS937323	SRP058357	control	liver	False	False	False
746	SRS3982203	SRP166108	control	liver	False	True	False
747	SRS5916357	SRP238929	control	liver	False	False	False
748	SRS2432344	SRP115481	control	liver	False	False	False
749	SRS5898854	SRP238929	control	liver	False	False	False
750	SRS3969387	SRP166108	control	liver	False	True	False
751	SRS3954650	SRP166108	control	liver	False	True	False
752	SRS5907936	SRP238929	control	liver	False	False	False
753	SRS5896426	SRP238929	control	liver	False	False	False
754	SRS3969171	SRP166108	control	liver	False	True	False
755	SRS3974516	SRP166108	control	liver	False	True	False
756	SRS3967319	SRP166108	control	liver	False	True	False
757	SRS3968640	SRP166108	control	liver	False	True	False
758	SRS5913561	SRP238929	control	liver	False	False	False
759	SRS3959057	SRP166108	control	liver	False	True	False
760	SRS3959272	SRP166108	control	liver	False	True	False
761	SRS3970050	SRP166108	control	liver	False	True	False
762	SRS4742659	SRP197353	control	liver	False	False	False
763	SRS4467159	SRP187978	control	liver	False	False	False
764	SRS5899272	SRP238929	control	liver	False	False	False
